iter	MultiClass
217	1.223032227
218	1.221506543
219	1.219780273
220	1.218600586
221	1.217038281
222	1.215968262
223	1.214450586
224	1.212733008
225	1.211257031
226	1.20884209
227	1.206764551
228	1.205132715
229	1.203782617
230	1.202390625
231	1.201224707
232	1.199167773
233	1.197541797
234	1.196025488
235	1.194313281
236	1.192765137
237	1.191516602
238	1.19017959
239	1.188449805
240	1.186618945
241	1.186048047
242	1.184900098
243	1.183233398
244	1.181462109
245	1.179748047
246	1.178448047
247	1.176894043
248	1.17529834
249	1.173442578
250	1.171936523
251	1.170101367
252	1.169049121
253	1.167219824
254	1.166062988
255	1.164037012
256	1.162930469
257	1.161582617
258	1.160088867
259	1.158463281
260	1.156965234
261	1.155356543
262	1.153101855
263	1.151766699
264	1.150454004
265	1.148986328
266	1.148055371
267	1.147211719
268	1.145926367
269	1.144974121
270	1.143846094
271	1.142313574
272	1.141096094
273	1.139516797
274	1.138201758
275	1.136994141
276	1.135775
277	1.134974023
278	1.133610742
279	1.132884082
280	1.13154248
281	1.129829297
282	1.128363574
283	1.126643848
284	1.125224121
285	1.123825977
286	1.122942773
287	1.121583203
288	1.120208789
289	1.119047461
290	1.117795703
291	1.116657617
292	1.114957617
293	1.114059668
294	1.112780566
295	1.111512402
296	1.110063184
297	1.108716699
298	1.107236426
299	1.105591797
300	1.103964551
301	1.102653906
302	1.101717773
303	1.100343555
304	1.099387793
305	1.09809834
306	1.097031934
307	1.095477637
308	1.093588965
309	1.092253125
310	1.09111416
311	1.089864746
312	1.088823926
313	1.087479199
314	1.086297754
315	1.084828418
316	1.08377666
317	1.082536523
318	1.081132422
319	1.080371973
320	1.079046582
321	1.07841123
322	1.077031348
323	1.075716992
324	1.075010156
325	1.074144238
326	1.072918652
327	1.071379395
328	1.07063457
329	1.069983008
330	1.068964844
331	1.068200781
332	1.066905273
333	1.065713477
334	1.06453418
335	1.06348916
336	1.062438867
337	1.061672852
338	1.060099512
339	1.059039453
340	1.058030859
341	1.056959277
342	1.055579297
343	1.054379004
344	1.053353125
345	1.052064355
346	1.051327637
347	1.050403516
348	1.049296094
349	1.047831348
350	1.046662598
351	1.045400293
352	1.044553613
353	1.043765234
354	1.04285957
355	1.041289746
356	1.040058887
357	1.038815039
358	1.03751709
359	1.036396387
360	1.034933887
361	1.03362041
362	1.032790137
363	1.032003223
364	1.030606152
365	1.029587402
366	1.029135059
367	1.028101367
368	1.027389453
369	1.026002051
370	1.025087988
371	1.024398926
372	1.023261133
373	1.02229502
374	1.021175
375	1.020035352
376	1.018613867
377	1.017724121
378	1.016091113
379	1.015443945
380	1.014635742
381	1.01332666
382	1.012546777
383	1.011530566
384	1.009980566
385	1.008510254
386	1.00769707
387	1.006653516
388	1.005767188
389	1.004781641
390	1.003025488
391	1.001653613
392	1.000764746
393	0.9995560547
394	0.998725
395	0.9981307617
396	0.9968888672
397	0.9956179687
398	0.9946354492
399	0.9938383789
400	0.9928212891
401	0.9919532227
402	0.9909167969
403	0.9900727539
404	0.9889146484
405	0.9879420898
406	0.9872151367
407	0.986494043
408	0.9857272461
409	0.9845285156
410	0.9836329102
411	0.9824541992
412	0.9813318359
413	0.9803930664
414	0.9799574219
415	0.9790518555
416	0.9780395508
417	0.9776332031
418	0.976359082
419	0.9754967773
420	0.9746264648
421	0.9734632813
422	0.9725177734
423	0.971584668
424	0.9704295898
425	0.9694289062
426	0.9686234375
427	0.968321582
428	0.9672451172
429	0.9663188477
430	0.9654800781
431	0.9643824219
432	0.9628761719
433	0.9618817383
434	0.960669043
435	0.9593575195
436	0.958990332
437	0.9582610352
438	0.9568736328
439	0.956159375
440	0.9548100586
441	0.954209082
442	0.9535931641
443	0.952953125
444	0.9518240234
445	0.9510166016
446	0.9493994141
447	0.9485988281
448	0.9478930664
449	0.9473469727
450	0.9462704102
451	0.9457018555
452	0.9448269531
453	0.9435353516
454	0.9424004883
455	0.9412834961
456	0.9403505859
457	0.9398351563
458	0.9389634766
459	0.9380458984
460	0.9372230469
461	0.9364205078
462	0.9352670898
463	0.9342827148
464	0.9331612305
465	0.9328943359
466	0.9319463867
467	0.9308067383
468	0.9297399414
469	0.9288567383
470	0.9279910156
471	0.9271379883
472	0.9266623047
473	0.9256544922
474	0.9242267578
475	0.9231441406
476	0.9226931641
477	0.9221803711
478	0.9211886719
479	0.9205696289
480	0.9193625
481	0.9181098633
482	0.9168855469
483	0.916005957
484	0.9155964844
485	0.9151180664
486	0.9142510742
487	0.9128188477
488	0.9114373047
489	0.9102823242
490	0.909144043
491	0.9084299805
492	0.9072020508
493	0.9060986328
494	0.9055349609
495	0.9048385742
496	0.9039203125
497	0.9026683594
498	0.9017982422
499	0.9004850586
500	0.8993302734
501	0.8988598633
502	0.897965918
503	0.8973351563
504	0.8963936523
505	0.8959069336
506	0.8950211914
507	0.8937154297
508	0.8930539063
509	0.8922894531
510	0.8915588867
511	0.8911741211
512	0.8901723633
513	0.8895479492
514	0.8887896484
515	0.8881277344
516	0.8875558594
517	0.8869323242
518	0.8861836914
519	0.8851682617
520	0.8840384766
521	0.8835696289
522	0.8823458984
523	0.8812999023
524	0.8804605469
525	0.879575293
526	0.8789150391
527	0.8776891602
528	0.8767457031
529	0.8755492188
530	0.8751521484
531	0.8744548828
532	0.8739547852
533	0.8731441406
534	0.8722152344
535	0.8713856445
536	0.8704209961
537	0.8695515625
538	0.8691762695
539	0.8680338867
540	0.8675819336
541	0.8669857422
542	0.8660121094
543	0.8655625977
544	0.8650058594
545	0.8643202148
546	0.8635368164
547	0.8619814453
548	0.8608887695
549	0.8600051758
550	0.8596686523
551	0.8584844727
552	0.8574566406
553	0.8566980469
554	0.855952832
555	0.8548306641
556	0.8539648438
557	0.8532533203
558	0.8526095703
559	0.851446582
560	0.8503850586
561	0.8496806641
562	0.848774707
563	0.8479519531
564	0.8474499023
565	0.8463415039
566	0.8459048828
567	0.8449493164
568	0.8440963867
569	0.8430544922
570	0.8424978516
571	0.8412189453
572	0.8402730469
573	0.839390332
574	0.8387075195
575	0.8380776367
576	0.8374768555
577	0.8366342773
578	0.8361474609
579	0.8350938477
580	0.8338635742
581	0.8332835938
582	0.832575
583	0.8316206055
584	0.8311167969
585	0.8300962891
586	0.8295088867
587	0.8288480469
588	0.8281743164
589	0.8273543945
590	0.8267203125
591	0.8262297852
592	0.8255308594
593	0.8247880859
594	0.824187207
595	0.8233599609
596	0.8226268555
597	0.8217045898
598	0.8206639648
599	0.8197882813
600	0.8188681152
601	0.8179281738
602	0.8170276367
603	0.815757959
604	0.8146870117
605	0.8142606934
606	0.8138771484
607	0.8132967285
608	0.8122616699
609	0.8116844727
610	0.8111253906
611	0.8103089355
612	0.8094972168
613	0.8085322266
614	0.8077339355
615	0.8071541504
616	0.8061330078
617	0.8052481934
618	0.8046862793
619	0.8034443359
620	0.8027405762
621	0.801971582
622	0.8010749512
623	0.8006350098
624	0.800004248
625	0.7986506836
626	0.7980204102
627	0.797185791
628	0.7962227051
629	0.7952511719
630	0.7944426758
631	0.7935055176
632	0.7927811523
633	0.7917904785
634	0.7911960449
635	0.7905256836
636	0.789527002
637	0.7889567383
638	0.7881105957
639	0.7873942383
640	0.7866154297
641	0.7860359863
642	0.7856700195
643	0.785
644	0.7842009277
645	0.7831181641
646	0.7827143555
647	0.7816924805
648	0.780802832
649	0.7803828125
650	0.7799180664
651	0.7795931152
652	0.7788368652
653	0.777923584
654	0.7769959473
655	0.7760760254
656	0.775320459
657	0.7748852539
658	0.7745112305
659	0.7735323242
660	0.7728499512
661	0.772094043
662	0.7715956543
663	0.7711445801
664	0.7705402344
665	0.7697874023
666	0.7691266113
667	0.7683438965
668	0.7674962402
669	0.7666774902
670	0.7661032227
671	0.7657550781
672	0.7652139648
673	0.7643561035
674	0.7637302246
675	0.7628561035
676	0.7623942871
677	0.7619755859
678	0.7609910156
679	0.7602994141
680	0.7594314453
681	0.7587685059
682	0.7583732422
683	0.7576951172
684	0.7573314941
685	0.7566051758
686	0.7559981445
687	0.7556067871
688	0.7545165039
689	0.7538165527
690	0.7527860352
691	0.7518773438
692	0.7509402344
693	0.7497692871
694	0.7492157227
695	0.7487177734
696	0.7477322266
697	0.747213916
698	0.7463034668
699	0.7458893555
700	0.7451135254
701	0.7443001465
702	0.7437783203
703	0.7426862793
704	0.742055127
705	0.7412293945
706	0.7403089355
707	0.7393613281
708	0.738507959
709	0.7376536621
710	0.7373080078
711	0.7370103027
712	0.7363671875
713	0.7355746582
714	0.734897168
715	0.7341610352
716	0.7336976074
717	0.7328779785
718	0.7319180664
719	0.7310131348
720	0.7303393555
721	0.7296494141
722	0.7288541504
723	0.7283280762
724	0.7277536133
725	0.7273753418
726	0.7267374512
727	0.7258257324
728	0.7248831543
729	0.7237480469
730	0.7231418457
731	0.7223101562
732	0.7214203125
733	0.7211061035
734	0.720423877
735	0.7198290039
736	0.718896582
737	0.7182897461
738	0.7178030273
739	0.7169553223
740	0.7164225098
741	0.7159075195
742	0.7155059082
743	0.7146306641
744	0.7140756836
745	0.71360625
746	0.7128085938
747	0.7119098145
748	0.7114266113
749	0.7108143066
750	0.7104947266
751	0.7098853516
752	0.7092728516
753	0.7088669434
754	0.7080337402
755	0.7070756348
756	0.706565625
757	0.706210791
758	0.7055294434
759	0.7048666992
760	0.7040174805
761	0.703612793
762	0.7030478516
763	0.7019859375
764	0.7009955078
765	0.7003304688
766	0.699452002
767	0.6986260742
768	0.6981961914
769	0.6977786621
770	0.6970541016
771	0.6965937012
772	0.6955141113
773	0.6946714844
774	0.6939068848
775	0.693381543
776	0.6930424805
777	0.6925051758
778	0.691649707
779	0.6910397461
780	0.6904285156
781	0.6898347656
782	0.6892745605
783	0.6884383789
784	0.6878038574
785	0.6872206055
786	0.6867665039
787	0.6859209473
788	0.6855045898
789	0.6848586426
790	0.6840759277
791	0.6833884766
792	0.6828275879
793	0.6818218262
794	0.6814364258
795	0.6804586914
796	0.6796246582
797	0.6787517578
798	0.6779299805
799	0.6773650391
800	0.6771936035
801	0.6769195801
802	0.676088916
803	0.6751364746
804	0.6743173828
805	0.6738939453
806	0.6730454102
807	0.6725453125
808	0.6721666504
809	0.6713496094
810	0.6705906738
811	0.6700023926
812	0.6693296387
813	0.6688033203
814	0.668286377
815	0.6677220215
816	0.666929541
817	0.6665055176
818	0.6659822266
819	0.665364502
820	0.6647927734
821	0.6639263672
822	0.6631579102
823	0.6625166992
824	0.661923291
825	0.6613647461
826	0.6606114258
827	0.6599623047
828	0.6591887207
829	0.6588599609
830	0.6583799805
831	0.6581509277
832	0.6573069336
833	0.656676416
834	0.6558775391
835	0.6552310059
836	0.6543936035
837	0.6538111816
838	0.6535064941
839	0.6527770996
840	0.652357666
841	0.6515857422
842	0.651021582
843	0.6504489258
844	0.6501469238
845	0.6494823242
846	0.6491074707
847	0.6486886719
848	0.6484672852
849	0.6478948242
850	0.6473616699
851	0.646554541
852	0.645742041
853	0.6450652344
854	0.6444632324
855	0.6435640137
856	0.6427437012
857	0.6423362305
858	0.6416427734
859	0.6408782715
860	0.6401127441
861	0.6395847656
862	0.6386345703
863	0.6383824707
864	0.6376349609
865	0.6374741211
866	0.6369582031
867	0.6367413086
868	0.6362913574
869	0.6357787109
870	0.6352679199
871	0.6345540527
872	0.6343588379
873	0.6337254395
874	0.6331441895
875	0.6325004883
876	0.6319853516
877	0.6313599609
878	0.6309501953
879	0.6305179199
880	0.630290918
881	0.6296430176
882	0.6293364746
883	0.6288421387
884	0.6286568848
885	0.6278602539
886	0.6272495117
887	0.6267246582
888	0.6261429199
889	0.6258876465
890	0.6252078613
891	0.6248768555
892	0.624205127
893	0.6234970215
894	0.622777832
895	0.6221709961
896	0.6214205078
897	0.6209623047
898	0.6202578613
899	0.6199249512
900	0.6195811523
901	0.6187959473
902	0.6185245605
903	0.6180722656
904	0.6178915039
905	0.6176609863
906	0.6168983887
907	0.6162856934
908	0.615497168
909	0.6147579102
910	0.6142300781
911	0.6133375977
912	0.6130094238
913	0.6125153809
914	0.6120663086
915	0.6117039063
916	0.610970166
917	0.6103732422
918	0.6099005371
919	0.6097498535
920	0.6090895508
921	0.6082459961
922	0.6078240723
923	0.6076675293
924	0.606884668
925	0.6061743652
926	0.6053158203
927	0.6046060547
928	0.603919873
929	0.603428125
930	0.6027844238
931	0.6023377441
932	0.6019321289
933	0.601300293
934	0.600859082
935	0.5999712891
936	0.5994601563
937	0.5988978516
938	0.5980960449
939	0.5977375488
940	0.5970015625
941	0.596665625
942	0.5962177734
943	0.5958211914
944	0.5952654297
945	0.5946543457
946	0.5942219238
947	0.5936506348
948	0.5929773437
949	0.592579834
950	0.5921832031
951	0.5915318848
952	0.590877832
953	0.5904303223
954	0.5902726074
955	0.5899149414
956	0.5891591797
957	0.5886459961
958	0.5881306152
959	0.5873608887
960	0.5867561523
961	0.5860492676
962	0.5855450684
963	0.5850302246
964	0.5844337891
965	0.5840638672
966	0.5835868652
967	0.582955957
968	0.582247168
969	0.5814692871
970	0.5806589355
971	0.5800683105
972	0.5795424316
973	0.5788910645
974	0.5782335938
975	0.5776420898
976	0.5771936035
977	0.5766763672
978	0.5761450684
979	0.5755280762
980	0.5750543945
981	0.5745517578
982	0.5740126953
983	0.573448291
984	0.573289502
985	0.5731135742
986	0.5725445313
987	0.5718463867
988	0.571198291
989	0.5710045898
990	0.5706644043
991	0.5702097656
992	0.5694427734
993	0.5691310547
994	0.5689077637
995	0.5682105469
996	0.567626123
997	0.5669574707
998	0.5664826172
999	0.5658039551
